,ID,Event_Type,Location,Country,Venue,Date,Start_Time,End_Time,Duration,Orchestra,ComposerName,ConductorName,Soloist_Rank,Soloist_Name,Soloist_Instrument
43,14,Subscription Season,Manhattan,USA,Avery Fisher Hall,04/10/2011,19:30,21:52,142,NYP Presentation,"Tchaikovsky, Pyotr Ilyich","Blomstedt, Herbert",2,"Martinez  Forteza, Pascual",Clarinet
44,14,Subscription Season,Manhattan,USA,Avery Fisher Hall,04/10/2011,19:30,21:52,142,NYP Presentation,"Tchaikovsky, Pyotr Ilyich","Blomstedt, Herbert",1,"Bocelli, Andrea",Tenor
45,15,Saturday Matinee,Manhattan,USA,Avery Fisher Hall,01/10/2011,14:00,16:08,128,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Blomstedt, Herbert",1,Westminster Symphonic Choir,Chorus
46,15,Saturday Matinee,Manhattan,USA,Avery Fisher Hall,01/10/2011,14:00,16:08,128,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Blomstedt, Herbert",2,"Zoloto, Amy",Clarinet
47,15,Saturday Matinee,Manhattan,USA,Avery Fisher Hall,01/10/2011,14:00,16:08,128,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Blomstedt, Herbert",3,"Kahane, Jeffrey",Piano
48,15,Saturday Matinee,Manhattan,USA,Avery Fisher Hall,01/10/2011,14:00,16:08,128,Musicians from the New York Philharmonic,"Mozart, Wolfgang Amadeus","Blomstedt, Herbert",4,"Smith, Thomas V.",Trumpet
49,16,Subscription Season,Manhattan,USA,Avery Fisher Hall,05/10/2011,19:30,23:00,210,New York Philharmonic,"Tcherepnin, Nikolai","Boreyko, Andrey",1,"Terfel, Bryn",Bass-Baritone
50,16,Subscription Season,Manhattan,USA,Avery Fisher Hall,05/10/2011,19:30,23:00,210,New York Philharmonic,"Tcherepnin, Nikolai","Boreyko, Andrey",2,"Spanjer, R. Allen",French Horn
51,16,Subscription Season,Manhattan,USA,Avery Fisher Hall,05/10/2011,19:30,23:00,210,New York Philharmonic,"Tcherepnin, Nikolai","Boreyko, Andrey",3,"Wang, Liang",Oboe
52,17,Subscription Season,Manhattan,USA,Avery Fisher Hall,06/10/2011,19:30,21:58,148,New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",3,"LeClair, Judith",Bassoon
53,17,Subscription Season,Manhattan,USA,Avery Fisher Hall,06/10/2011,19:30,21:58,148,New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",1,Westminster Symphonic Choir,Chorus
54,17,Subscription Season,Manhattan,USA,Avery Fisher Hall,06/10/2011,19:30,21:58,148,New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",2,"Wall, Howard",French Horn
55,18,Subscription Season,Manhattan,USA,Avery Fisher Hall,07/10/2011,11:00,14:12,192,Musicians from the New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",4,"Curran, George",Bass Trombone
56,18,Subscription Season,Manhattan,USA,Avery Fisher Hall,07/10/2011,11:00,14:12,192,Musicians from the New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",2,"Laskowski, Kim",Bassoon
57,18,Subscription Season,Manhattan,USA,Avery Fisher Hall,07/10/2011,11:00,14:12,192,Musicians from the New York Philharmonic,"Dvorak, AntonÃ_n","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
58,19,Chamber,Manhattan,USA,Merkin Concert Hall,09/10/2011,15:00,18:08,188,New York Philharmonic,"Saint-Saens , Camille","Boreyko, Andrey",2,"Fast, Arlen",Bassoon
59,19,Chamber,Manhattan,USA,Merkin Concert Hall,09/10/2011,15:00,18:08,188,New York Philharmonic,"Saint-Saens , Camille","Boreyko, Andrey",3,"Rabinova, Anna",Violin
60,19,Chamber,Manhattan,USA,Merkin Concert Hall,09/10/2011,15:00,18:08,188,New York Philharmonic,"Saint-Saens , Camille","Boreyko, Andrey",1,Westminster Symphonic Choir,Womens Chorus
61,20,Special,Manhattan,USA,Alice Tully Hall,10/10/2011,14:00,17:45,225,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",1,"Martinez, Ana Maria",Soprano
62,20,Special,Manhattan,USA,Alice Tully Hall,10/10/2011,14:00,17:45,225,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",4,"Zerna, Kyle",Timpani
63,20,Special,Manhattan,USA,Alice Tully Hall,10/10/2011,14:00,17:45,225,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",2,"Staples, Sheryl",Violin
64,20,Special,Manhattan,USA,Alice Tully Hall,10/10/2011,14:00,17:45,225,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",3,"Ziskel, Yulia",Violin
65,21,Chamber,Manhattan,USA,Avery Fisher Hall,11/10/2011,19:30,22:18,168,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",2,"Nuccio, Mark",Clarinet
66,21,Chamber,Manhattan,USA,Avery Fisher Hall,11/10/2011,19:30,22:18,168,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
67,21,Chamber,Manhattan,USA,Avery Fisher Hall,11/10/2011,19:30,22:18,168,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",3,"Nelson, Judith",Viola
68,22,Chamber Concert (Private),Manhattan,USA,St. Thomas More Church,12/10/2011,19:00,21:45,165,New York Philharmonic,"Anthem,","Boreyko, Andrey",3,"Yeh, Ru-Pei",Cello
69,22,Chamber Concert (Private),Manhattan,USA,St. Thomas More Church,12/10/2011,19:00,21:45,165,New York Philharmonic,"Anthem,","Boreyko, Andrey",4,"Druckman, Daniel",Percussion
70,22,Chamber Concert (Private),Manhattan,USA,St. Thomas More Church,12/10/2011,19:00,21:45,165,New York Philharmonic,"Anthem,","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
71,23,Subscription Season,Manhattan,USA,Avery Fisher Hall,13/10/2011,19:30,22:02,152,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",1,"Terfel, Bryn",Bass-Baritone
72,23,Subscription Season,Manhattan,USA,Avery Fisher Hall,13/10/2011,19:30,22:02,152,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",3,"Grossman, David J.",Contrabass
73,23,Subscription Season,Manhattan,USA,Avery Fisher Hall,13/10/2011,19:30,22:02,152,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",4,"Spanjer, R. Allen",French Horn
74,23,Subscription Season,Manhattan,USA,Avery Fisher Hall,13/10/2011,19:30,22:02,152,New York Philharmonic,"Tchaikovsky, Pyotr Ilyich","Boreyko, Andrey",2,"Chen, Wendy",Piano
75,24,Subscription Season,Manhattan,USA,Avery Fisher Hall,14/10/2011,14:00,17:11,191,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",4,"Sterrett, Leelanee",French Horn
76,24,Subscription Season,Manhattan,USA,Avery Fisher Hall,14/10/2011,14:00,17:11,191,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
77,24,Subscription Season,Manhattan,USA,Avery Fisher Hall,14/10/2011,14:00,17:11,191,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",2,"Zimmermann, Frank Peter",Violin
78,24,Subscription Season,Manhattan,USA,Avery Fisher Hall,14/10/2011,14:00,17:11,191,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",3,"Rabinova, Anna",Violin
79,25,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/10/2011,20:00,23:10,190,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",1,"Yende, Pretty",Soprano
80,25,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/10/2011,20:00,23:10,190,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",2,"Dicterow, Glenn",Violin
81,25,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/10/2011,20:00,23:10,190,New York Philharmonic,"Mozart, Wolfgang Amadeus","Boreyko, Andrey",3,"Ziskel, Yulia",Violin
82,26,Subscription Season,Manhattan,USA,Avery Fisher Hall,18/10/2011,19:30,22:20,170,New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",4,"Myers, Philip",French Horn
83,26,Subscription Season,Manhattan,USA,Avery Fisher Hall,18/10/2011,19:30,22:20,170,New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
84,26,Subscription Season,Manhattan,USA,Avery Fisher Hall,18/10/2011,19:30,22:20,170,New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",3,"Nelson, Judith",Viola
85,26,Subscription Season,Manhattan,USA,Avery Fisher Hall,18/10/2011,19:30,22:20,170,New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",2,"Staples, Sheryl",Violin
86,27,Young People's Concert,Manhattan,USA,Avery Fisher Hall,15/10/2011,14:00,17:23,203,Musicians from the New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",3,"Yeh, Ru-Pei",Cello
87,27,Young People's Concert,Manhattan,USA,Avery Fisher Hall,15/10/2011,14:00,17:23,203,Musicians from the New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",1,"Martinez, Ana Maria",Soprano
88,27,Young People's Concert,Manhattan,USA,Avery Fisher Hall,15/10/2011,14:00,17:23,203,Musicians from the New York Philharmonic,"Brahms, Johannes","Boreyko, Andrey",2,"Phelps, Cynthia",Viola
89,29,Subscription Season,Manhattan,USA,Avery Fisher Hall,20/10/2011,19:30,22:01,151,NY Philharmonic Ensembles,"Shostakovich, Dmitri","Boreyko, Andrey",1,"Terfel, Bryn",Bass-Baritone
90,29,Subscription Season,Manhattan,USA,Avery Fisher Hall,20/10/2011,19:30,22:01,151,NY Philharmonic Ensembles,"Shostakovich, Dmitri","Boreyko, Andrey",2,"Ax, Emanuel",Piano
91,29,Subscription Season,Manhattan,USA,Avery Fisher Hall,20/10/2011,19:30,22:01,151,NY Philharmonic Ensembles,"Shostakovich, Dmitri","Boreyko, Andrey",3,"Young, Rebecca",Vocalist
92,30,Subscription Season,Manhattan,USA,Avery Fisher Hall,21/10/2011,11:00,13:20,140,New York Philharmonic,"Falla, Manuel de","Boreyko, Andrey",1,Westminster Symphonic Choir,Chorus
93,30,Subscription Season,Manhattan,USA,Avery Fisher Hall,21/10/2011,11:00,13:20,140,New York Philharmonic,"Falla, Manuel de","Boreyko, Andrey",2,"Shaham, Gil",Violin
94,30,Subscription Season,Manhattan,USA,Avery Fisher Hall,21/10/2011,11:00,13:20,140,New York Philharmonic,"Falla, Manuel de","Boreyko, Andrey",3,"Rabinova, Anna",Violin
95,31,Subscription Season,Manhattan,USA,Avery Fisher Hall,22/10/2011,20:00,22:35,155,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",1,"Terfel, Bryn",Bass-Baritone
96,31,Subscription Season,Manhattan,USA,Avery Fisher Hall,22/10/2011,20:00,22:35,155,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",4,"Smith, Thomas V.",Trumpet
97,31,Subscription Season,Manhattan,USA,Avery Fisher Hall,22/10/2011,20:00,22:35,155,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",2,"Rabinova, Anna",Violin
98,32,Non-Subscription,Manhattan,USA,Avery Fisher Hall,25/10/2011,19:30,22:54,204,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",1,Westminster Symphonic Choir,Chorus
99,32,Non-Subscription,Manhattan,USA,Avery Fisher Hall,25/10/2011,19:30,22:54,204,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",4,"Alessi, Joseph",Trombone
100,32,Non-Subscription,Manhattan,USA,Avery Fisher Hall,25/10/2011,19:30,22:54,204,New York Philharmonic,"Stravinsky, Igor","Boreyko, Andrey",2,"Yamada, Sharon",Violin
101,33,Subscription Season,Manhattan,USA,Avery Fisher Hall,27/10/2011,19:30,22:29,179,Musicians from the New York Philharmonic,"Mendelssohn, Felix","Boreyko, Andrey",3,"Yeh, Ru-Pei",Cello
102,33,Subscription Season,Manhattan,USA,Avery Fisher Hall,27/10/2011,19:30,22:29,179,Musicians from the New York Philharmonic,"Mendelssohn, Felix","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
103,33,Subscription Season,Manhattan,USA,Avery Fisher Hall,27/10/2011,19:30,22:29,179,Musicians from the New York Philharmonic,"Mendelssohn, Felix","Boreyko, Andrey",2,"Nelson, Judith",Viola
104,34,Subscription Season,Manhattan,USA,Avery Fisher Hall,28/10/2011,20:00,22:53,173,NY Philharmonic Ensembles,"Zemlinsky, Alexander","Boreyko, Andrey",2,"Tu, Qiang",Cello
105,34,Subscription Season,Manhattan,USA,Avery Fisher Hall,28/10/2011,20:00,22:53,173,NY Philharmonic Ensembles,"Zemlinsky, Alexander","Boreyko, Andrey",3,"Grossman, David J.",Contrabass
106,34,Subscription Season,Manhattan,USA,Avery Fisher Hall,28/10/2011,20:00,22:53,173,NY Philharmonic Ensembles,"Zemlinsky, Alexander","Boreyko, Andrey",1,"Benedetti, Nicola",Violin
107,35,Subscription Season,Manhattan,USA,Avery Fisher Hall,29/10/2011,20:00,22:30,150,Musicians from the New York Philharmonic,"Wagner, Richard","Boreyko, Andrey",2,"Okamoto, Satoshi",Contrabass
108,35,Subscription Season,Manhattan,USA,Avery Fisher Hall,29/10/2011,20:00,22:30,150,Musicians from the New York Philharmonic,"Wagner, Richard","Boreyko, Andrey",1,"Bocelli, Andrea",Tenor
109,35,Subscription Season,Manhattan,USA,Avery Fisher Hall,29/10/2011,20:00,22:30,150,Musicians from the New York Philharmonic,"Wagner, Richard","Boreyko, Andrey",3,"Ziskel, Yulia",Violin
110,36,Non-Subscription,Manhattan,USA,Avery Fisher Hall,02/11/2011,19:30,22:14,164,New York Philharmonic,"Prokofiev, Sergei","Bringuier, Lionel",1,"Griminelli, Andrea",Flute
111,36,Non-Subscription,Manhattan,USA,Avery Fisher Hall,02/11/2011,19:30,22:14,164,New York Philharmonic,"Prokofiev, Sergei","Bringuier, Lionel",4,"Zerna, Kyle",Timpani
112,36,Non-Subscription,Manhattan,USA,Avery Fisher Hall,02/11/2011,19:30,22:14,164,New York Philharmonic,"Prokofiev, Sergei","Bringuier, Lionel",2,"Yamada, Sharon",Violin
113,37,Non-Subscription,Manhattan,USA,Avery Fisher Hall,03/11/2011,19:30,21:57,147,Musicians from the New York Philharmonic,"Kodaly , ZoltÃ¡n","Bringuier, Lionel",1,Westminster Symphonic Choir,Chorus
114,37,Non-Subscription,Manhattan,USA,Avery Fisher Hall,03/11/2011,19:30,21:57,147,Musicians from the New York Philharmonic,"Kodaly , ZoltÃ¡n","Bringuier, Lionel",2,"Nelson, Judith",Viola
115,38,Tour,Montreal,CANADA,L'Addresse Symphonique,04/11/2011,20:00,22:52,172,New York Philharmonic,"Dukas, Paul","Bringuier, Lionel",2,"Tu, Qiang",Cello
116,38,Tour,Montreal,CANADA,L'Addresse Symphonique,04/11/2011,20:00,22:52,172,New York Philharmonic,"Dukas, Paul","Bringuier, Lionel",3,"Grossman, David J.",Contrabass
117,38,Tour,Montreal,CANADA,L'Addresse Symphonique,04/11/2011,20:00,22:52,172,New York Philharmonic,"Dukas, Paul","Bringuier, Lionel",1,"Griminelli, Andrea",Flute
118,38,Tour,Montreal,CANADA,L'Addresse Symphonique,04/11/2011,20:00,22:52,172,New York Philharmonic,"Dukas, Paul","Bringuier, Lionel",4,"Druckman, Daniel",Percussion
119,39,Tour,Montreal,CANADA,L'Addresse Symphonique,05/11/2011,14:30,17:07,157,New York Philharmonic,"Stravinsky, Igor","Bringuier, Lionel",3,"Allen, Nancy",Harp
120,39,Tour,Montreal,CANADA,L'Addresse Symphonique,05/11/2011,14:30,17:07,157,New York Philharmonic,"Stravinsky, Igor","Bringuier, Lionel",1,"Bocelli, Andrea",Tenor
121,40,Subscription Season,Manhattan,USA,Avery Fisher Hall,10/11/2011,19:30,22:55,205,New York Philharmonic,"Brock, Timothy","Brock, Timothy",1,Westminster Symphonic Choir,Chorus
122,40,Subscription Season,Manhattan,USA,Avery Fisher Hall,10/11/2011,19:30,22:55,205,New York Philharmonic,"Brock, Timothy","Brock, Timothy",4,"Sterrett, Leelanee",French Horn
123,40,Subscription Season,Manhattan,USA,Avery Fisher Hall,10/11/2011,19:30,22:55,205,New York Philharmonic,"Brock, Timothy","Brock, Timothy",3,"Schoevaert, Marion",Production Design
124,40,Subscription Season,Manhattan,USA,Avery Fisher Hall,10/11/2011,19:30,22:55,205,New York Philharmonic,"Brock, Timothy","Brock, Timothy",2,"Rabinova, Anna",Violin
125,41,Subscription Season,Manhattan,USA,Avery Fisher Hall,11/11/2011,20:00,23:31,211,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",4,"Wall, Howard",French Horn
126,41,Subscription Season,Manhattan,USA,Avery Fisher Hall,11/11/2011,20:00,23:31,211,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",1,"Bocelli, Andrea",Tenor
127,41,Subscription Season,Manhattan,USA,Avery Fisher Hall,11/11/2011,20:00,23:31,211,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",2,"Young, Rebecca",Vocalist
128,41,Subscription Season,Manhattan,USA,Avery Fisher Hall,11/11/2011,20:00,23:31,211,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",3,"Rence, Dorian",Writer/Narrator
129,42,Subscription Season,Manhattan,USA,Avery Fisher Hall,12/11/2011,20:00,22:47,167,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",3,"Goode, Richard",Piano
130,42,Subscription Season,Manhattan,USA,Avery Fisher Hall,12/11/2011,20:00,22:47,167,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",1,"Bocelli, Andrea",Tenor
131,42,Subscription Season,Manhattan,USA,Avery Fisher Hall,12/11/2011,20:00,22:47,167,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",2,"Yamada, Sharon",Violin
132,43,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/11/2011,19:30,22:34,184,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",1,"Botti, Chris",Trumpet
133,43,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/11/2011,19:30,22:34,184,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",4,"McKinney, Bryan",Trumpet
134,43,Subscription Season,Manhattan,USA,Avery Fisher Hall,15/11/2011,19:30,22:34,184,New York Philharmonic,"Chaplin, Charles","Brock, Timothy",2,"Rabinova, Anna",Violin
135,44,Young People's Concert,Manhattan,USA,Avery Fisher Hall,12/11/2011,14:00,17:34,214,New York Philharmonic,"Gershwin, George","Browning, Doe",1,"Foster, David",Piano
136,44,Young People's Concert,Manhattan,USA,Avery Fisher Hall,12/11/2011,14:00,17:34,214,New York Philharmonic,"Gershwin, George","Browning, Doe",2,"Nelson, Judith",Viola
137,44,Young People's Concert,Manhattan,USA,Avery Fisher Hall,12/11/2011,14:00,17:34,214,New York Philharmonic,"Gershwin, George","Browning, Doe",3,"Dicterow, Glenn",Violin
138,45,Chamber,Staten Island,USA,"Center for the Arts, College of Staten Island / CUNY",14/11/2011,19:30,22:04,154,New York Philharmonic,"Glanert, Detlev","Bychkov, Semyon",2,"Tu, Qiang",Cello
